"DIC","PH"
"1",0.000440182331913656,7.96902156215767
"2",0.000472350050812364,7.93570348330703
"3",0.000502334629092889,7.90682406973848
"4",0.000530533568827922,7.88133850950644
"5",0.000557236645016271,7.85853235230665
"6",0.000582662825050489,7.83789541802875
"7",0.000606982356624314,7.81905065692042
"8",0.000630330715062274,7.80171151358982
"9",0.000652817801832377,7.78565510102803
"10",0.000674534232554056,7.77070463272279
"11",0.000695555766681677,7.75671752504771
"12",0.000715946509037034,7.74357710628493
"13",0.000735761275380937,7.73118669496859
"14",0.000755047374273501,7.71946527879079
"15",0.000773845972167614,7.70834430144878
"16",0.000792193155024819,7.69776523310285
"17",0.000810120765052889,7.68767770574625
"18",0.000827657068182466,7.67803806284431
"19",0.000844827292339711,7.66880821747861
"20",0.000861654065828425,7.65995474345309
"21",0.00087815777758526,7.65144814455607
"22",0.000894356875680297,7.64326226164915
"23",0.00091026811652867,7.6353737875185
"24",0.000925906774409919,7.62776186680733
"25",0.000941286818758741,7.62040776372979
"26",0.000956421065086765,7.61329458423606
"27",0.000971321304176062,7.60640704226014
"28",0.000985998413249697,7.59973126191463
"29",0.00100046245210024,7.59325460919628
"30",0.00101472274659147,7.58696554807182
"31",0.00102878796150305,7.58085351682482
"32",0.00104266616433497,7.57490882133411
"33",0.00105636488140618,7.5691225425758
"34",0.00106989114735533,7.56348645613289
"35",0.00108325154896792,7.55799296188929
"36",0.00109645226410503,7.55263502239989
"37",0.00110949909638646,7.54740610868287
"38",0.00112239750618113,7.54230015238673
"39",0.00113515263837383,7.53731150345305
"40",0.00114776934730928,7.53243489253432
"41",0.00116025221925627,7.52766539754005
"42",0.00117260559268677,7.52299841377847
"43",0.00118483357662438,7.51842962724012
"44",0.00119694006728195,7.51395499063451
"45",0.00120892876317963,7.50957070184637
"46",0.00122080317890937,7.50527318452416
"47",0.00123256665769128,7.50105907055241
"48",0.00124422238284891,7.49692518419274
"49",0.00125577338831505,7.49286852770648
"50",0.00126722256826644,7.48888626829577
"51",0.00127857268597388,7.48497572622075
"52",0.00128982638194466,7.48113436396793
"53",0.00130098618142513,7.47735977636004
"54",0.0013120545013238,7.47364968151097
"55",0.00132303365660888,7.47000191254043
"56",0.0013339258662281,7.46641440997323
"57",0.00134473325859373,7.46288521475613
"58",0.0013554578766712,7.45941246183331
"59",0.00136610168270586,7.45599437422739
"60",0.00137666656261869,7.45262925757922
"61",0.00138715433009901,7.44931549510431
"62",0.00139756673041925,7.44605154292837
"63",0.00140790544399454,7.44283592576817
"64",0.00141817208970767,7.43966723292768
"65",0.00142836822801804,7.43654411458209
"66",0.00143849536387152,7.43346527832526
"67",0.00144855494942662,7.43042948595866
"68",0.00145854838661082,7.42743555050151
"69",0.00146847702952001,7.42448233340441
"70",0.00147834218667245,7.42156874194984
"71",0.00148814512312806,7.41869372682472
"72",0.00149788706248264,7.4158562798517
"73",0.00150756918874593,7.41305543186664
"74",0.0015171926481117,7.41029025073135
"75",0.00152675855062743,7.40755983947118
"76",0.00153626797177028,7.40486333452835
"77",0.00154572195393587,7.40219990412232
"78",0.00155512150784559,7.39956874670958
"79",0.00156446761387793,7.39696908953558
"80",0.0015737612233286,7.39440018727234
"81",0.00158300325960425,7.39186132073575
"82",0.00159219461935389,7.38935179567689
"83",0.00160133617354197,7.38687094164254
"84",0.00161042876846674,7.38441811089994
"85",0.00161947322672735,7.38199267742162
"86",0.00162847034814261,7.37959403592636
"87",0.00163742091062457,7.37722160097249
"88",0.00164632567100947,7.37487480610018
"89",0.00165518536584855,7.37255310301962
"90",0.00166400071216116,7.37025596084214
"91",0.0016727724081523,7.36798286535155
"92",0.00168150113389657,7.36573331831322
"93",0.00169018755199057,7.36350683681865
"94",0.0016988323081753,7.36130295266318
"95",0.0017074360319305,7.35912121175512
"96",0.00171599933704216,7.3569611735541
"97",0.00172452282214494,7.35482241053723
"98",0.00173300707124066,7.35270450769119
"99",0.00174145265419418,7.35060706202892
"100",0.00174986012720795,7.34852968212936
"101",0.00175823003327623,7.34647198769909
"102",0.00176656290262007,7.34443360915443
"103",0.00177485925310403,7.34241418722312
"104",0.00178311959063566,7.34041337256416
"105",0.00179134440954844,7.33843082540522
"106",0.00179953419296913,7.33646621519625
"107",0.00180768941317027,7.33451922027879
"108",0.00181581053190853,7.33258952756985
"109",0.00182389800074965,7.3306768322598
"110",0.00183195226138055,7.32878083752335
"111",0.00183997374590929,7.32690125424319
"112",0.00184796287715337,7.3250378007453
"113",0.00185592006891704,7.32319020254569
"114",0.001863845726258,7.32135819210774
"115",0.00187174024574405,7.31954150860966
"116",0.00187960401570017,7.3177398977217
"117",0.00188743741644637,7.31595311139244
"118",0.00189524082052685,7.31418090764382
"119",0.00190301459293079,7.31242305037449
"120",0.00191075909130505,7.31067930917101
"121",0.00191847466615939,7.30894945912667
"122",0.00192616166106422,7.30723328066731
"123",0.00193382041284148,7.30553055938414
"124",0.00194145125174874,7.30384108587293
"125",0.00194905450165692,7.30216465557949
"126",0.0019566304802219,7.30050106865102
"127",0.00196417949905021,7.29885012979316
"128",0.00197170186385907,7.29721164813236
"129",0.00197919787463111,7.2955854370835
"130",0.00198666782576378,7.29397131422234
"131",0.00199411200621389,7.29236910116275
"132",0.00200153069963735,7.29077862343833
"133",0.0020089241845243,7.28919971038851
"134",0.00201629273432988,7.28763219504856
"135",0.00202363661760076,7.28607591404368
"136",0.0020309560980976,7.28453070748683
"137",0.0020382514349136,7.28299641888011
"138",0.00204552288258939,7.28147289501969
"139",0.00205277069122415,7.27995998590397
"140",0.00205999510658343,7.27845754464499
"141",0.00206719637020352,7.2769654273828
"142",0.00207437471949264,7.27548349320285
"143",0.00208153038782907,7.27401160405609
"144",0.00208866360465624,7.27254962468184
"145",0.00209577459557503,7.27109742253315
"146",0.00210286358243323,7.26965486770472
"147",0.00210993078341238,7.26822183286316
"148",0.00211697641311206,7.26679819317954
"149",0.00212400068263164,7.26538382626413
"150",0.00213100379964973,7.26397861210327
"151",0.00213798596850126,7.26258243299828
"152",0.00214494739025239,7.26119517350625
"153",0.00215188826277321,7.25981672038282
"154",0.00215880878080845,7.25844696252664
